"Eurydice","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK"
"Integrated","Lyric","124","OrpheusSong1VACOUSTIC_020","","","","{!Icons.Music}不要回头{!Icons.Music}","","",""
"Integrated","Lyric","125","OrpheusSong1VACOUSTIC_021","","","","{!Icons.Music}不要回头{!Icons.Music}","","",""
"Integrated","Lyric","126","OrpheusSong1VACOUSTIC_022","","","","{!Icons.Music}不要回头{!Icons.Music}","","",""
"Integrated","Lyric","127","OrpheusSong1VACOUSTIC_023","","","","{!Icons.Music}不要回头{!Icons.Music}","","",""
"Integrated","Lyric","128","OrpheusSong1VACOUSTIC_024","","","","{!Icons.Music}不要回头{!Icons.Music}","","",""
"Integrated","Lyric","129","OrpheusSong1VACOUSTIC_025","","","","","","",""
"Integrated","Lyric","130","OrpheusSong1VACOUSTIC_026","","","","","","",""
"Integrated","Lyric","131","OrpheusSong1VACOUSTIC_027","","","","","","",""
"Integrated","Lyric","132","OrpheusSong1VACOUSTIC_028","","","","","","",""
"Integrated","Lyric","133","OrpheusSong1VACOUSTIC_029","","","","","","",""
"Integrated","Lyric","134","OrpheusSong1VACOUSTIC_030","","","","","","",""
"Integrated","Lyric","135","OrpheusSong1VACOUSTIC_031","","","","","","",""
"Integrated","Lyric","136","OrpheusSong1VACOUSTIC_032","","","","","","",""
"Integrated","Lyric","137","OrpheusSong1VACOUSTIC_033","","","","","","",""
"Integrated","Lyric","138","","","","","","","",""
"Integrated","Lyric","139","OrpheusSong2_001","","","","{!Icons.Music}缪斯 歌颂扎格留斯吧{!Icons.Music}","","",""
"Integrated","Lyric","140","OrpheusSong2_002","","","","{!Icons.Music}九头蛇的屠戮者{!Icons.Music}","","",""
"Integrated","Lyric","141","OrpheusSong2_003","","","","{!Icons.Music}宙斯之子{!Icons.Music}","","",""
"Integrated","Lyric","142","OrpheusSong2_004","","","","{!Icons.Music}化为蛇身{!Icons.Music}","","",""
"Integrated","Lyric","143","OrpheusSong2_005","","","","{!Icons.Music}不顾赫拉阻拦{!Icons.Music}","","",""
"Integrated","Lyric","144","OrpheusSong2_006","","","","{!Icons.Music}扎格列欧斯降至神间{!Icons.Music}","","",""
"Integrated","Lyric","145","OrpheusSong2_007","","","","{!Icons.Music}泰坦将他撕成碎片{!Icons.Music}","","",""
"Integrated","Lyric","146","OrpheusSong2_008","","","","{!Icons.Music}吞咽其骨血{!Icons.Music}","","",""
"Integrated","Lyric","147","OrpheusSong2_009","","","","{!Icons.Music}他的心脏幸得保全 星火燃点{!Icons.Music}","","",""
"Integrated","Lyric","148","OrpheusSong2_010","","","","{!Icons.Music}酒神从中踏歌而来{!Icons.Music}","","",""
"Integrated","Lyric","149","OrpheusSong2_011","","","","{!Icons.Music}纵情狂欢{!Icons.Music}","","",""
"Integrated","Lyric","150","OrpheusSong2_012","","","","{!Icons.Music}长居{!Icons.Music}","","",""
"Integrated","Lyric","151","OrpheusSong2_013","","","","{!Icons.Music}长居奥林匹斯神山{!Icons.Music}","","",""
"Integrated","Lyric","152","OrpheusSong2_014","","","","{!Icons.Music}忘却前世恩仇情爱{!Icons.Music}","","",""
"Integrated","Lyric","153","OrpheusSong2_015","","","","{!Icons.Music}美酒筵席永存凡间{!Icons.Music}","","",""
"Integrated","Lyric","154","OrpheusSong2_016","","","","{!Icons.Music}雷霆震怒{!Icons.Music}","","",""
"Integrated","Lyric","155","OrpheusSong2_017","","","","{!Icons.Music}泰坦陨落{!Icons.Music}","","",""
"Integrated","Lyric","156","OrpheusSong2_018","","","","{!Icons.Music}焚至齑粉{!Icons.Music}","","",""
"Integrated","Lyric","157","OrpheusSong2_019","","","","{!Icons.Music}一世灰烬{!Icons.Music}","","",""
"Integrated","Lyric","158","OrpheusSong2_020","","","","{!Icons.Music}从中孕育{!Icons.Music}","","",""
"Integrated","Lyric","159","OrpheusSong2_021","","","","{!Icons.Music}有死凡人{!Icons.Music}","","",""
"Integrated","Lyric","160","OrpheusSong2_022","","","","{!Icons.Music}摹仿神躯{!Icons.Music}","","",""
"Integrated","Lyric","161","OrpheusSong2_023","","","","{!Icons.Music}一半凡俗{!Icons.Music}","","",""
"Integrated","Lyric","162","OrpheusSong2_024","","","","{!Icons.Music}一半神恩{!Icons.Music}","","",""
"Integrated","Lyric","163","OrpheusSong2_025","","","","{!Icons.Music}扎格留斯不朽的神血{!Icons.Music}","","",""
"Integrated","Lyric","164","OrpheusSong2_026","","","","{!Icons.Music}流入有死的凡人心间{!Icons.Music}","","",""
"Integrated","Lyric","165","OrpheusSong2_027","","","","{!Icons.Music}从此遍寻不及他踪迹{!Icons.Music}","","",""
"Integrated","Lyric","166","OrpheusSong2_028","","","","{!Icons.Music}地底的储君{!Icons.Music}","","",""
"Integrated","Lyric","167","OrpheusSong2_029","","","","{!Icons.Music}红血的束缚{!Icons.Music}","","",""
"Integrated","Lyric","168","OrpheusSong2_030","","","","{!Icons.Music}冥王的囚徒{!Icons.Music}","","",""
"Integrated","Lyric","169","OrpheusSong2_031","","","","{!Icons.Music}永无出路{!Icons.Music}","","",""
"Integrated","Lyric","170","OrpheusSong2_032","","","","{!Icons.Music}虽坚定不移{!Icons.Music}","","",""
"Integrated","Lyric","171","OrpheusSong2_033","","","","{!Icons.Music}奔忙劳碌{!Icons.Music}","","",""
"Integrated","Lyric","172","OrpheusSong2_034","","","","{!Icons.Music}注定滞步{!Icons.Music}","","",""
"Integrated","Lyric","173","OrpheusSong2_035","","","","{!Icons.Music}奔忙劳碌{!Icons.Music}","","",""
"Integrated","Lyric","174","OrpheusSong2_036","","","","{!Icons.Music}永世滞步{!Icons.Music}","","",""
"Integrated","Lyric","175","","","","","","","",""
"Integrated","Lyric","176","EndTheme_001","","","","{#EurydiceSoloFormat}{!Icons.Music}命运女神{!Icons.Music}","","",""
"Integrated","Lyric","178","EndTheme_002","","","","{#EurydiceSoloFormat}{!Icons.Music}编织着命运之线{!Icons.Music}","","",""
"Integrated","Lyric","179","EndTheme_003","","","","{#EurydiceSoloFormat}{!Icons.Music}我们的人生早已注定{!Icons.Music}","","",""
"Integrated","Lyric","180","EndTheme_004","","","","{#OrpheusSoloFormat}{!Icons.Music}命中{!Icons.Music}","","",""
"Integrated","Lyric","181","EndTheme_005","","","","{!Icons.Music}注定{!Icons.Music}","","",""
"Integrated","Lyric","182","EndTheme_006","","","","{!Icons.Music}命运要自己掌控{!Icons.Music}","","",""
"Integrated","Lyric","183","EndTheme_007","","","","{!Icons.Music}深知不能任其操弄{!Icons.Music}","","",""
"Integrated","Lyric","184","EndTheme_008","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","185","EndTheme_009","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","186","EndTheme_010","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","187","EndTheme_011","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","188","EndTheme_012","","","","{#OrpheusSoloFormat}{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","189","EndTheme_013","","","","{#EurydiceSoloFormat}{!Icons.Music}祝爱{!Icons.Music}","","",""
"Integrated","Lyric","190","EndTheme_014","","","","{#EurydiceSoloFormat}{!Icons.Music}在你的生命中{!Icons.Music}","","",""
"Integrated","Lyric","191","EndTheme_015","","","","{#EurydiceSoloFormat}{!Icons.Music}永远兴荣{!Icons.Music}","","",""
"Integrated","Lyric","192","EndTheme_016","","","","{#OrpheusSoloFormat}{!Icons.Music}家{!Icons.Music}","","",""
"Integrated","Lyric","193","EndTheme_017","","","","{!Icons.Music}并非落脚之地{!Icons.Music}","","",""
"Integrated","Lyric","194","EndTheme_018","","","","{!Icons.Music}但当你离开家人{!Icons.Music}","","",""
"Integrated","Lyric","195","EndTheme_019","","","","{!Icons.Music}家人便会循道而来{!Icons.Music}","","",""
"Integrated","Lyric","196","EndTheme_020","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","197","EndTheme_021","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","198","EndTheme_022","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","199","EndTheme_023","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","200","EndTheme_024","","","","{!Icons.Music}尽管逃离吧{!Icons.Music}","","",""
"Integrated","Lyric","201","EndTheme_025","","","","{!Icons.Music}逃离属于你的天地{!Icons.Music}","","",""
"Integrated","Lyric","202","EndTheme_026","","","","{!Icons.Music}永远不变的{!Icons.Music}","","",""
"Integrated","Lyric","203","EndTheme_027","","","","{!Icons.Music}永远追随的{!Icons.Music}","","",""
"Integrated","Lyric","204","EndTheme_028","","","","{!Icons.Music}是你亲爱的家人{!Icons.Music}","","",""
"Integrated","Lyric","205","EndTheme_029","","","","{!Icons.Music}这情永世可存{!Icons.Music}","","",""
"Integrated","Lyric","206","EndTheme_030","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","207","EndTheme_031","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","208","EndTheme_032","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","209","EndTheme_033","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","210","EndTheme_034","","","","{!Icons.Music}噢，这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","211","EndTheme_035","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","212","EndTheme_036","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","213","EndTheme_037","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","214","EndTheme_038","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","215","","","","","","","",""
"Integrated","Lyric","216","EndThemeACOUSTIC_001","","","","{#EurydiceSoloFormat}{!Icons.Music}命运{!Icons.Music}","","",""
"Integrated","Lyric","217","EndThemeACOUSTIC_002","","","","{#EurydiceSoloFormat}{!Icons.Music}正在编织{!Icons.Music}","","",""
"Integrated","Lyric","218","EndThemeACOUSTIC_003","","","","{#EurydiceSoloFormat}{!Icons.Music}我们的生命早已注定{!Icons.Music}","","",""
"Integrated","Lyric","219","EndThemeACOUSTIC_004","","","","{#OrpheusSoloFormat}{!Icons.Music}命中{!Icons.Music}","","",""
"Integrated","Lyric","220","EndThemeACOUSTIC_005","","","","{!Icons.Music}注定{!Icons.Music}","","",""
"Integrated","Lyric","221","EndThemeACOUSTIC_006","","","","{!Icons.Music}要自己掌控{!Icons.Music}","","",""
"Integrated","Lyric","222","EndThemeACOUSTIC_007","","","","{!Icons.Music}深知不能任其操弄{!Icons.Music}","","",""
"Integrated","Lyric","223","EndThemeACOUSTIC_008","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","224","EndThemeACOUSTIC_009","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","225","EndThemeACOUSTIC_010","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","226","EndThemeACOUSTIC_011","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","227","EndThemeACOUSTIC_012","","","","{#OrpheusSoloFormat}{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","228","EndThemeACOUSTIC_013","","","","{#EurydiceSoloFormat}{!Icons.Music}爱{!Icons.Music}","","",""
"Integrated","Lyric","229","EndThemeACOUSTIC_014","","","","{#EurydiceSoloFormat}{!Icons.Music}在你的生命中{!Icons.Music}","","",""
"Integrated","Lyric","230","EndThemeACOUSTIC_015","","","","{#EurydiceSoloFormat}{!Icons.Music}永远兴荣{!Icons.Music}","","",""
"Integrated","Lyric","231","EndThemeACOUSTIC_016","","","","{#OrpheusSoloFormat}{!Icons.Music}家{!Icons.Music}","","",""
"Integrated","Lyric","232","EndThemeACOUSTIC_017","","","","{!Icons.Music}并非落脚之地{!Icons.Music}","","",""
"Integrated","Lyric","233","EndThemeACOUSTIC_018","","","","{!Icons.Music}但当你离开{!Icons.Music}","","",""
"Integrated","Lyric","234","EndThemeACOUSTIC_019","","","","{!Icons.Music}家人便会循道而来{!Icons.Music}","","",""
"Integrated","Lyric","235","EndThemeACOUSTIC_020","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","236","EndThemeACOUSTIC_021","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","237","EndThemeACOUSTIC_022","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","238","EndThemeACOUSTIC_023","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","239","EndThemeACOUSTIC_024","","","","{!Icons.Music}尽管逃离吧{!Icons.Music}","","",""
"Integrated","Lyric","240","EndThemeACOUSTIC_025","","","","{!Icons.Music}逃离属于你的天地{!Icons.Music}","","",""
"Integrated","Lyric","241","EndThemeACOUSTIC_026","","","","{!Icons.Music}永远不变的{!Icons.Music}","","",""
"Integrated","Lyric","242","EndThemeACOUSTIC_027","","","","{!Icons.Music}永远追随的{!Icons.Music}","","",""
"Integrated","Lyric","243","EndThemeACOUSTIC_028","","","","{!Icons.Music}是你亲爱的家人{!Icons.Music}","","",""
"Integrated","Lyric","244","EndThemeACOUSTIC_029","","","","{!Icons.Music}这情永世可存{!Icons.Music}","","",""
"Integrated","Lyric","245","EndThemeACOUSTIC_030","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","246","EndThemeACOUSTIC_031","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","247","EndThemeACOUSTIC_032","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","248","EndThemeACOUSTIC_033","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","249","EndThemeACOUSTIC_034","","","","{!Icons.Music}噢，这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","250","EndThemeACOUSTIC_035","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","251","EndThemeACOUSTIC_036","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","252","EndThemeACOUSTIC_037","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","253","EndThemeACOUSTIC_038","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","254","","","","","","","",""
